String ID,Dev Notes / Context,Character Limit,Text
"I sent some of my men to clear out the entrance to the motel. There seems to be a ghoul infestation in the parking lot. Our goal is to eliminate it and retrieve some documents from a soldier who died long ago, when the makeshift camp was still inhabited and we didn't know that radiation could spread that far.\nHe was one of my advisers, his name was Yuli Antonov.\nHis body should be in one of the motel rooms.\nIt will be some time before we intervene so the job is yours if you are interested, Hunter","Quest text","1024","I sent some of my men to clear out the entrance to the motel. There seems to be a ghoul infestation in the parking lot. Our goal is to eliminate it and retrieve some documents from a soldier who died long ago, when the makeshift camp was still inhabited and we didn't know that radiation could spread that far.\nHe was one of my advisers, his name was Yuli Antonov.\nHis body should be in one of the motel rooms.\nIt will be some time before we intervene so the job is yours if you are interested, Hunter"
"I have an easy job if you're interested, it's about scouting.\nYou need to head into the makeshift camp and find the old motel, check for any threats.","Quest text","1024","I have an easy job if you're interested, it's about scouting.\nYou need to head into the makeshift camp and find the old motel, check for any threats."
"\nA Hunter was working for us near the forest. He hasn't been heard from for more than 24 hours now; I think he's dead by now.\nHis job was to find out what happened to the documents we were transporting to the bunker.\nHis last known location was in the forest village in the northern area.\nSearch for his body and bring back what you find, let's see if he discovered anything before he died.","Quest text","1024","\nA Hunter was working for us near the forest. He hasn't been heard from for more than 24 hours now; I think he's dead by now.\nHis job was to find out what happened to the documents we were transporting to the bunker.\nHis last known location was in the forest village in the northern area.\nSearch for his body and bring back what you find, let's see if he discovered anything before he died."
"Damn!\nOne of our scout teams has just been attacked by something in the swamp, these are their last coordinates.\nHurry up Hunter!\nMaybe someone is still alive...","Quest text","1024","Damn!\nOne of our scout teams has just been attacked by something in the swamp, these are their last coordinates.\nHurry up Hunter!\nMaybe someone is still alive..."
"The Barman told me about you; you seem to have potential.\nThe sawmill in the forest is occupied by bandits, inside there is a safe, we believe it contains important information for us.\nI need you to head there and bring back the contents of the safe.\nI think you can find the location of the sawmill easily in your map, it is a paved area.\nWhat information does the safe contain you say?\nIt's none of your business Hunter, learn to stand your ground and follow orders.","Quest text","1024","The Barman told me about you; you seem to have potential.\nThe sawmill in the forest is occupied by bandits, inside there is a safe, we believe it contains important information for us.\nI need you to head there and bring back the contents of the safe.\nI think you can find the location of the sawmill easily in your map, it is a paved area.\nWhat information does the safe contain you say?\nIt's none of your business Hunter, learn to stand your ground and follow orders."
"Close the valve","Player prompt","32","Close the valve"
"Cannot upgrade storage while stash is open!","User Interface Popup","160","Cannot upgrade storage while stash is open!"
"I have already given you the equipment.","NPC dialogue","512","I have already given you the equipment."
"Come back next time.","NPC dialogue","512","Come back next time."
"Find the Green Army convoy","Quest objectives","128","Find the Green Army convoy"
"Find and remove the CCTV number 1","Quest objectives","256","Find and remove the CCTV number 1"
"Find and remove the CCTV number 2","Quest objectives","256","Find and remove the CCTV number 2"
"Find and remove the CCTV number 3","Quest objectives","256","Find and remove the CCTV number 3"
"Locate the empty room","Quest objectives","256","Locate the empty room"
"Place GPS on the generator","Quest objectives","256","Place GPS on the generator"
"Place GPS near the trucks","Quest objectives","256","Place GPS near the trucks"
"Destroy the infestation 1","Quest objectives","256","Destroy the infestation 1"
"Destroy the infestation 2","Quest objectives","256","Destroy the infestation 2"
"Destroy the infestation 3","Quest objectives","256","Destroy the infestation 3"
"Close the control valve in the sewer","Quest objectives","256","Close the control valve in the sewer"
"Find the crash site","Quest objectives","256","Find the crash site"
"Locate the Woody pub","Quest objectives","256","Locate the Woody pub"
"Locate abibas shop","Quest objectives","256","Locate abibas shop"
"Locate Lio-ju shop","Quest objectives","256","Locate Lio-ju shop"
"Locate the pharmacy","Quest objectives","256","Locate the pharmacy"
"Locate Skaruvksi shop","Quest objectives","256","Locate Skaruvksi shop"
"You have already joined the Crimson Corporation","User Interface Popup","128","You have already joined the Crimson Corporation"
"Minimum required reputation","User Interface Popup (followed by reputation value)","128","Minimum required reputation"
"You've enlisted with the Green Army","User Interface Popup","128","You've enlisted with the Green Army"
"Eliminate Orel","Quest objectives","256","Eliminate Orel"
"Find the lost convoy","Quest objectives","256","Find the lost convoy"
"Find the outpost and place the GPS","Quest objectives","256","Find the outpost and place the GPS"
"Find the Spy","Quest objectives","256","Find the Spy"
"Place the transmitter in the location 1","Quest objectives","256","Place the transmitter in the location 1"
"Place the transmitter in the location 2","Quest objectives","256","Place the transmitter in the location 2"
"Place the transmitter in the location 3","Quest objectives","256","Place the transmitter in the location 3"
"Eliminate Sergeant Desya Popo","Quest objectives","256","Eliminate Sergeant Desya Popo"
"There is movement at the new Green Army base in the mall.\nIt seems that a Green Army sergeant has arrived on site to coordinate operations.\nTry to eliminate him Hunter, if you do we may take control of that area.","Quest description","1024","There is movement at the new Green Army base in the mall.\nIt seems that a Green Army sergeant has arrived on site to coordinate operations.\nTry to eliminate him Hunter, if you do we may take control of that area."
"Eliminate the Captain in the Forest","Quest objectives","256","Eliminate the Captain in the Forest"
"Eliminate the Captain in the Makeshift Camp","Quest objectives","256","Eliminate the Captain in the Makeshift Camp"
"Eliminate the Captain in the Industrial Area","Quest objectives","256","Eliminate the Captain in the Industrial Area"
"Eliminate the Captain in the Mall","Quest objectives","256","Eliminate the Captain in the Mall"
"Eliminate the Captain in the Swamp","Quest objectives","256","Eliminate the Captain in the Swamp"
"Find the entrance of the Motel","Quest objectives","256","Find the entrance of the Motel"
"Crimson Corp. Soldier","Quest objectives (a person to eliminate)","256","Crimson Corp. Soldier"
"Kill the Crimson Assassin 1","Quest objectives","256","Kill the Crimson Assassin 1"
"Kill the Crimson Assassin 2","Quest objectives","256","Kill the Crimson Assassin 2"
"Kill the Crimson Assassin 3","Quest objectives","256","Kill the Crimson Assassin 3"
"Eliminate the infestation","Quest objectives","256","Eliminate the infestation"
"Grigoriy memorial","Container","64","Grigoriy memorial"
"Green army sergeant","Quest objectives","256","Green army sergeant"
"Kill Bogdanov","Quest objectives","256","Kill Bogdanov"
"Speed Reload not allowed with this magazine type.","User Interface Popup","128","Speed Reload not allowed with this magazine type."
"Gun skills can only be freely changed in the Bunker.","User Interface Popup","128","Gun skills can only be freely changed in the Bunker."
"Improved x rank","User Interface Popup (will become "Improved sniper rank" or "Improved pistol rank")","128","Improved [TYPE] rank"
"Close Quarters Training","Gun Skill Name","64","Close Quarters Training"
"Minimum effective range of this weapon is reduced by 40%.","Gun Skill Description","512","Minimum effective range of this weapon is reduced by 40%."
"Reload Artist: Scopes","Gun Skill Name","64","Reload Artist: Scopes"
"Allows you to remain zoomed-in while reloading this weapon when scoped.","Gun Skill Description","512","Allows you to remain zoomed-in while reloading this weapon when scoped."
"Reload Artist: Speed Reload","Gun Skill Name","64","Reload Artist: Speed Reload"
"Double-press the reload button to speed up the reload process of magazine-fed weapons, but any ammunition already in the magazine will be lost.","Gun Skill Description","512","Double-press the reload button to speed up the reload process of magazine-fed weapons, but any ammunition already in the magazine will be lost."
"Run and Gun","Gun Skill Name","64","Run and Gun"
"You can now shoot this weapon while sprinting.","Gun Skill Description","512","You can now shoot this weapon while sprinting."
"Marksman Awareness","Gun Skill Name","64","Marksman Awareness"
"When using this weapon while scoped, you will be able to partially see the area beyond the reticle interface, while the cross-hair will also be instantly visible.","Gun Skill Description","512","When using this weapon while scoped, you will be able to partially see the area beyond the reticle interface, while the cross-hair will also be instantly visible."
"Fast Focus","Gun Skill Name","64","Fast Focus"
"Hover over the target with the cursor to make the cross-hair shrink more quickly.","Gun Skill Description","512","Hover over the target with the cursor to make the cross-hair shrink more quickly."
"Fast Hands","Gun Skill Name","64","Fast Hands"
"Switching to this type of weapon is 50% faster.","Gun Skill Description","512","Switching to this type of weapon is 50% faster."
"Penetrating Shot","Gun Skill Name","64","Penetrating Shot"
"A killing shot will result in the bullet continuing on its path to hit a target behind the first.","Gun Skill Description","512","A killing shot will result in the bullet continuing on its path to hit a target behind the first."
"Empowered Backup","Gun Skill Name","64","Empowered Backup"
"For 2.5 seconds after swapping to this weapon, all shots will have 15% increased damage.","Gun Skill Description","512","For 2.5 seconds after swapping to this weapon, all shots will have 15% increased damage."
"First Bullet","Gun Skill Name","64","First Bullet"
"The first bullet of each magazine deals 30% more damage.","Gun Skill Description","512","The first bullet of each magazine deals 30% more damage."
"Impaler shot","Gun Skill Name","64","Impaler shot"
"Hitting an enemy will decrease its speed by 30% for 1 second.","Gun Skill Description","512","Hitting an enemy will decrease its speed by 30% for 1 second."
"Prolonged Vision","Gun Skill Name","64","Prolonged Vision"
"When you hit a target they will remain visible for 2 seconds when going out of sight.","Gun Skill Description","512","When you hit a target they will remain visible for 2 seconds when going out of sight."
"Killer Reload","Gun Skill Name","64","Killer Reload"
"Increase reload speed by 20% for 1.5 seconds after killing an enemy.","Gun Skill Description","512","Increase reload speed by 20% for 1.5 seconds after killing an enemy."
"Vital Shooting","Gun Skill Name","64","Vital Shooting"
"By hovering over a target with your cursor for a short time before shooting, the shot will ignore some of its armor.","Gun Skill Description","512","By hovering over a target with your cursor for a short time before shooting, the shot will ignore some of its armor."
"Improvised Sniper","Gun Skill Name","64","Improvised Sniper"
"Hovering over the target with the cursor for 1 second will increase the maximum effective range of the weapon for that shot.","Gun Skill Description","512","Hovering over the target with the cursor for 1 second will increase the maximum effective range of the weapon for that shot."
"Shotgun Master","Gun Skill Name","64","Shotgun Master"
"If using Slug ammunition the maximum effective range is increased.","Gun Skill Description","512","If using Slug ammunition the maximum effective range is increased."
"Phantom Bullets","Gun Skill Name","64","Phantom Bullets"
"When shooting Automatic weapons for at least 0.3 seconds, you can continue shooting for a short time even after the magazine is empty.","Gun Skill Description","512","When shooting Automatic weapons for at least 0.3 seconds, you can continue shooting for a short time even after the magazine is empty."
"Crosshair Myopia","Gun Skill Name","64","Crosshair Myopia"
"Increases the radius of the circle in which the cursor must stay to avoid glancing shots.","Gun Skill Description","512","Increases the radius of the circle in which the cursor must stay to avoid glancing shots."
"Emergency Sprint","Gun Skill Name","64","Emergency Sprint"
"After switching to this weapon, your movement speed will increase by 20% for 3 seconds.","Gun Skill Description","512","After switching to this weapon, your movement speed will increase by 20% for 3 seconds."
"Armor? No Problem","Gun Skill Name","64","Armor? No Problem"
"All shots have an additional 20% chance to penetrate armor.","Gun Skill Description","512","All shots have an additional 20% chance to penetrate armor."
"Suppressive Fire","Gun Skill Name","64","Suppressive Fire"
"Provides a 15% damage boost to weapons while firing continuously for 0.5 seconds.","Gun Skill Description","512","Provides a 15% damage boost to weapons while firing continuously for 0.5 seconds."
"Flank Master","Gun Skill Name","64","Flank Master"
"If you are undetected, or not in the viewing cone of an enemy, you will receive a 15% damage boost.","Gun Skill Description","512","If you are undetected, or not in the viewing cone of an enemy, you will receive a 15% damage boost."
"Steady Sniper","Gun Skill Name","64","Steady Sniper"
"After hitting an enemy while scoped, the optic cross-hair will have double the Ergonomics statistic for 2 seconds.","Gun Skill Description","512","After hitting an enemy while scoped, the optic cross-hair will have double the Ergonomics statistic for 2 seconds."
"Reload Artist: Double barrel","Gun Skill Name","64","Reload Artist: Double barrel"
"Allows double-barreled shotguns to be reloaded in one go by inserting both shells at once.","Gun Skill Description","512","Allows double-barreled shotguns to be reloaded in one go by inserting both shells at once."
"Perk Points","User Interface","24","Perk Points"
"Hey! I want to talk to you.","First Time User Experience UI","256","Hey! I want to talk to you."
"I still have tasks for you!","First Time User Experience UI","256","I still have tasks for you!"
"Have you spoken to the Barman yet?","First Time User Experience UI","256","Have you spoken to the Barman yet?"
"If you want to live… you should equip a gun.","First Time User Experience UI","256","If you want to live… you should equip a gun."
"Talk to me if you want to leave.","First Time User Experience UI","256","Talk to me if you want to leave."
"Unlucky, Hunter. Let's try again.","First Time User Experience UI","256","Unlucky, Hunter. Let's try again."
"I should talk to the Barman.","First Time User Experience UI","256","I should talk to the Barman."
"I think the Bunker exit is to the south.","First Time User Experience UI","256","I think the Bunker exit is to the south."
"I should equip my gun.","First Time User Experience UI","256","I should equip my gun."
"I should reload my gun.","First Time User Experience UI","256","I should reload my gun."
"I have a gun in my Inventory.","First Time User Experience UI","256","I have a gun in my Inventory."
"I still have no bullets in my gun.","First Time User Experience UI","256","I still have no bullets in my gun."
"I really should be holding my gun.","First Time User Experience UI","256","I really should be holding my gun."
"I have to reload my gun.","First Time User Experience UI","256","I have to reload my gun."
"I should turn in my quest at the Barman.","First Time User Experience UI","256","I should turn in my quest at the Barman."
"I should find a Doctor.","First Time User Experience UI","256","I should find a Doctor."
"I should store my stuff in the Stash.","First Time User Experience UI","256","I should store my stuff in the Stash."
"Sort Quantity","Dropdown option to change order of items.","64","Sort Quantity"
"Pistol","Weapon Skills UI - A Weapon Type","32","Pistol"
"SMG","Weapon Skills UI - A Weapon Type","32","SMG"
"DMR","Weapon Skills UI - A Weapon Type","32","DMR"
"Scope Drag Reduction","Weapon Skills UI - A Weapon Type","64","Scope Drag Reduction"
"Scope Extra Damage","Weapon Skills UI - A Weapon Type","64","Scope Extra Damage"
"Scope View Speed","Weapon Skills UI - A Weapon Type","64","Scope View Speed"
"Scope Initial Drag","Weapon Skills UI - A Weapon Type","64","Scope Initial Drag"
"Min Range","Weapon Skills UI - A Weapon Type","64","Min Range"
"Max Range","Weapon Skills UI - A Weapon Type","64","Max Range"
"Recover From Cursor Movement","Weapon Skills UI - A Weapon Type","64","Recover From Cursor Movement"
"Hit an enemy will decrease its speed by 30% for 2 seconds.","Gun Skill Description","512","Hit an enemy will decrease its speed by 30% for 2 seconds."
"Huff... this is heavy!!","Dialogue","256","Huff... this is heavy!!"
"I will move slower when carrying too much.","Dialogue","256","I will move slower when carrying too much."
"* Wheeze! *","Dialogue","256","* Wheeze! *"
"I’m carrying a lot and will use more energy","Dialogue","256","I’m carrying a lot and will use more energy"
"Aargh! Blood!","Dialogue","256","Aargh! Blood!"
"I'm Bleeding!!","Dialogue","256","I'm Bleeding!!"
"I need to bandage myself.","Dialogue","256","I need to bandage myself."
"Hunters","Refers to any other hunter in the game, generic","16","Hunters"
"Enable gamepad rumble","Settings Option","128","Enable gamepad rumble"
"Enable the haptic vibrations when using gamepads","Settings Description","256","Enable the haptic vibrations when using gamepads"
"Daily Quests Completed","Stats","48","Daily Quests Completed"
"Total Items Repaired","Stats","48","Total Items Repaired"
"Total Trades","Stats","48","Total Trades"
"Quests Completed","Stats","48","Quests Completed"
"Pistol kills","Stats","48","Pistol kill"
"SMG kills","Stats","48","SMG kills"
"Shotgun kills","Stats","48","Shotgun kills"
"Rifle kills","Stats","48","Rifle kills"
"DMR kills","Stats","48","DMR kills"
"Sniper kills","Stats","48","Sniper kills"
"Pistol exp","Stats - Experience","48","Pistol exp"
"SMG exp","Stats - Experience","48","SMG exp"
"Shotgun exp","Stats - Experience","48","Shotgun exp"
"Rifle exp","Stats - Experience","48","Rifle exp"
"DMR exp","Stats - Experience","48","DMR exp"
"Sniper exp","Stats - Experience","48","Sniper exp"
"First Blood","Achievement Name","48","First Blood"
"Welcome to ZERO Sievert","Achievement Name","48","Welcome to ZERO Sievert"
"Die Trying","Achievement Name","48","Die Trying"
"Blacksmith","Achievement Name","48","Blacksmith"
"Gun for Hire","Achievement Name","48","Gun for Hire"
"Scavenger","Achievement Name","48","Scavenger"
"Pest Control","Achievement Name","48","Pest Control"
"Handyman","Achievement Name","48","Handyman"
"Headhunter","Achievement Name","48","Headhunter"
"A Big Win","Achievement Name","48","A Big Win"
"Welcome To Zakov City","Achievement Name","48","Welcome To Zakov City"
"All Aboard!","Achievement Name","48","All Aboard!"
"Last Orders","Achievement Name","48","Last Orders"
"Down with the Sickness","Achievement Name","48","Down with the Sickness"
"Done Deal","Achievement Name","48","Done Deal"
"Ghoulbusters","Achievement Name","48","Ghoulbusters"
"Lost in the Woods","Achievement Name","48","Lost in the Woods"
"Can I Speak to the Manager?","Achievement Name","48","Can I Speak to the Manager?"
"Camper Eliminated","Achievement Name","48","Camper Eliminated"
"Finder Keepers","Achievement Name","48","Finder Keepers"
"Eye for an Eye","Achievement Name","48","Eye for an Eye"
"Nothing but Junk","Achievement Name","48","Nothing but Junk"
"Iron Man","Achievement Name","48","Iron Man"
"Cannibal","Achievement Name","48","Cannibal"
"Best Friends","Achievement Name","48","Best Friends"
"Heavy Pockets","Achievement Name","48","Heavy Pockets"
"Rock Bottom","Achievement Name","48","Rock Bottom"
"Aliens Exist","Achievement Name","48","Aliens Exist"
"Man about Town","Achievement Name","48","Man about Town"
"Milkrun","Achievement Name","48","Milkrun"
"Maxed out: Pistol","Achievement Name","48","Maxed out: Pistol"
"Maxed out: SMG","Achievement Name","48","Maxed out: SMG"
"Maxed out: Shotgun","Achievement Name","48","Maxed out: Shotgun"
"Maxed out: Rifle","Achievement Name","48","Maxed out: Rifle"
"Maxed out: DMR","Achievement Name","48","Maxed out: DMR"
"Maxed out: Sniper","Achievement Name","48","Maxed out: Sniper"
"Defeat your first enemy","Achievement Description","256","Defeat your first enemy"
"Die for the first time","Achievement Description","256","Die for the first time"
"Die 100 times","Achievement Description","256","Die 100 times"
"Craft your first item","Achievement Description","256","Craft your first item"
"Complete 10 quests","Achievement Description","256","Complete 10 quests"
"Open 50 containers","Achievement Description","256","Open 50 containers"
"Kill 50 animals","Achievement Description","256","Kill 50 animals"
"Repair 50 items (armour or weapons)","Achievement Description","256","Repair 50 items (armour or weapons)"
"Defeat 1000 enemies","Achievement Description","256","Defeat 1000 enemies"
"Defeat a big for the first time","Achievement Description","256","Defeat a big for the first time"
"Enter the city map","Achievement Description","256","Enter the city map"
"Board the train 100 times","Achievement Description","256","Board the train 100 times"
"Complete all of the Barman’s quests","Achievement Description","256","Complete all of the Barman’s quests"
"Complete the quest ‘Radiation Effect’","Achievement Description","256","Complete the quest ‘Radiation Effect’"
"Complete 50 trades","Achievement Description","256","Complete 50 trades"
"Defeat 100 ghouls","Achievement Description","256","Defeat 100 ghouls"
"Defeat Lazar in the forest zone","Achievement Description","256","Defeat Lazar in the forest zone"
"Defeat Kibba, the boss of the mall","Achievement Description","256","Defeat Kibba, the boss of the mall"
"Defeat Arman in the makeshift camp","Achievement Description","256","Defeat Arman in the makeshift camp"
"Loot from 10 Hidden Stashes","Achievement Description","256","Loot from 10 Hidden Stashes"
"Complete Igor's questline","Achievement Description","256","Complete Igor's questline"
"Litter the ground with 1000 bullets in one raid","Achievement Description","256","Litter the ground with 1000 bullets in one raid"
"Complete the game with permadeath enabled","Achievement Description","256","Complete the game with permadeath enabled"
"[Heal bleed]/[Heal HP] at 10HP or less","Achievement Description","256","[Heal bleed]/[Heal HP] at 10HP or less"
"Reach maximum relationship with any faction","Achievement Description","256","Reach maximum relationship with any faction"
"Hold 1 million Roubles at once","Achievement Description","256","Hold 1 million Roubles at once"
"Hold less than 10 Roubles at once","Achievement Description","256","Hold less than 10 Roubles at once"
"Kill 182 Blinks","Achievement Description","256","Kill 182 Blinks"
"Complete 5 daily quests","Achievement Description","256","Complete 5 daily quests"
"Fill your inventory with milk","Achievement Description","256","Fill your inventory with milk"
"Reach maximum level for pistols","Achievement Description","256","Reach maximum level for pistols"
"Reach maximum level for SMGs","Achievement Description","256","Reach maximum level for SMGs"
"Reach maximum level for shotguns","Achievement Description","256","Reach maximum level for shotguns"
"Reach maximum level for rifles","Achievement Description","256","Reach maximum level for rifles"
"Reach maximum level for DMR","Achievement Description","256","Reach maximum level for DMR"
"Reach maximum level for sniper","Achievement Description","256","Reach maximum level for sniper"
"Reached max x rank","User Interface Popup (will become "Reached max sniper rank" or "Reached max pistol rank")","128","Reached max [TYPE] rank"
"Only available from the main menu.","User Interface Popup used in reference to the language menu being disabled","128","Only available from the main menu."
"Rotate","This is a control (to rotate an item)","64","Rotate"
"Quick move","This is a control (to quickly move an item)","64","Quick move"
"Split stack","This is a control (to split a stack of items in half)","64","Split stack"
"Eliminate Lazar","Quest objective","64","Eliminate Lazar"
"Hey soldier!\nNow that we have access to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!","Quest text","1024","Hey soldier!\nNow that we have access to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!"
"Hey Hunter!\nNow that we have access to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!","Quest text","1024","Hey Hunter!\nNow that we have access to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!"
"Place the GPS marker in the contruction area in Zakov.","Quest objective","256","Place the GPS marker in the contruction area in Zakov."
"Hey soldier!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the police station.\nFind them and bring them back soldier.","Quest text","1024","Hey soldier!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified documents in the police station.\nFind them and bring them back soldier."
"Hey Hunter!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the fire station.\nFind them and bring them back Hunter.","Quest text","1024","Hey Hunter!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the fire station.\nFind them and bring them back Hunter."
"Hey Hunter!\nSome medical supplies always come in handy, there is a pharmacy in town.\nFind the entrance to the building.","Quest text","1024","Hey Hunter!\nSome medical supplies always come in handy, there is a pharmacy in town.\nFind the entrance to the building."
"Find the entrance of the pharmacy in Zakov.","Quest objective","256","Find the entrance of the pharmacy in Zakov."
"Nudist","Hunter Skill Name","24","Nudist"
"When wearing armor of class 3 or below, your movement speed is increased by 10% and stamina cost of items is reduced by 20%","Hunter Skill Description","256","When wearing armor of class 3 or below, your movement speed is increased by 10% and stamina cost of items is reduced by 20%"
"Big Boned","Hunter Skill Name","24","Big Boned"
"The weight of equipped armour is reduced by 70%","Hunter Skill Description","256","The weight of equipped armour is reduced by 70%"
"Doe-Eyed","Hunter Skill Name","24","Doe-eyed"
"Increase your view cone size from 90 degrees to 110 degrees","Hunter Skill Description","256","Increase your view cone size from 90 degrees to 110 degrees"
"No Jam Thanks","Hunter Skill Name","24","No Jam Thanks"
"Low durability guns will jam less often, while fixing a jam will prevent further gun from jamming for the following 5 seconds","Hunter Skill Description","256","Low durability guns will jam less often, while fixing a jam will prevent further gun from jamming for the following 5 seconds"
"Bite Immune","Hunter Skill Name","24","Bite Immune"
"Attacks from mutants will no longer slow you down","Hunter Skill Description","256","Attacks from mutants will no longer slow you down"
"Mule","Hunter Skill Name","24","Mule"
"Increases your maximum carry weight by 5kg, and allows you to move at a slow walking speed even when incredibly over-encumbered","Hunter Skill Description","256","Increases your maximum carry weight by 5kg, and allows you to move at a slow walking speed even when incredibly over-encumbered"
"Big Hands","Hunter Skill Name","24","Big Hands"
"For each empty weapon slot, you gain 10kg max carry capacity and a 5% movement speed increase","Hunter Skill Description","256","For each empty weapon slot, you gain 10kg max carry capacity and a 5% movement speed increase"
"Eye For Value","Hunter Skill Name","24","Eye for value"
"Increases the sale price of items by 5%, and allows you to see those prices during raids","Hunter Skill Description","256","Increases the sale price of items by 5%, and allows you to see those prices during raids"
"Loot Goblin","Hunter Skill Name","24","Loot Goblin"
"Increases your looting speed by 50%","Hunter Skill Description","256","Increases your looting speed by 50%"
"X-Ray View","Hunter Skill Name","24","X-Ray View"
"Allows you to see containers through walls","Hunter Skill Description","256","Allows you to see containers through walls"
"Scout","Hunter Skill Name","24","Scout"
"Doubles the number of hidden item stashes","Hunter Skill Description","256","Doubles the number of hidden item stashes"
"Jogger","Hunter Skill Name","24","Jogger"
"Allows free running if the weight you’re carrying is under 50% of your maximum","Hunter Skill Description","256","Allows free running if the weight you’re carrying is under 50% of your maximum"
"Favor From Traders","Hunter Skill Name","24","Favor From Traders"
"Doubles the quantity of each item stocked by vendors","Hunter Skill Description","256","Doubles the quantity of each item stocked by vendors"
"Field Medic","Hunter Skill Name","24","Field Medic"
"Decreases the amount of time it takes to use meds by 50%","Hunter Skill Description","256","Decreases the amount of time it takes to use meds by 50%"
"Scrap Lord","Hunter Skill Name","24","Scrap Lord"
"Increases the amount of material you gain from scrapping items by 50%","Hunter Skill Description","256","Increases the amount of material you gain from scrapping items by 50%"
"Gear Lover","Hunter Skill Name","24","Gear Lover"
"Halves the durability loss of your weapons and armor","Hunter Skill Description","256","Halves the durability loss of your weapons and armor"
"Night Owl","Hunter Skill Name","24","Night Owl"
"Improves your night vision, and also works indoors","Hunter Skill Description","256","Improves your night vision, and also works indoors"
"Stalker","Hunter Skill Name","24","Stalker"
"Slows rate at which you absorb radiation by 50% while also decreasing the damage you take from anomalies by 30%","Hunter Skill Description","256","Slows rate at which you absorb radiation by 50% while also decreasing the damage you take from anomalies by 30%"
"Grenade Expert","Hunter Skill Name","24","Grenade Expert"
"Increase the range of your grenades by 30%","Hunter Skill Description","256","Increase the range of your grenades by 30%"
"Explorer","Hunter Skill Name","24","Explorer"
"Adds an additional extraction point to each map","Hunter Skill Description","256","Adds an additional extraction point to each map"
"Adrenaline Rush","Hunter Skill Name","24","Adrenaline Rush"
"When your health drops below 20% you will gain a 25% increase in movement speed for 5 seconds. This has a cooldown of 30 seconds","Hunter Skill Description","256","When your health drops below 20% you will gain a 25% increase in movement speed for 5 seconds. This has a cooldown of 30 seconds"
"Immortal","Hunter Skill Name","24","Immortal"
"Once per raid, when something should have killed you, instead you survive with 50hp","Hunter Skill Description","256","Once per raid, when something should have killed you, instead you survive with 50hp"
"Marathon Runner","Hunter Skill Name","24","Marathon Runner"
"You move 40% faster when not holding a weapon","Hunter Skill Description","256","You move 40% faster when not holding a weapon"
"Stylish one p.1","Quest names","64","Stylish one p.1"
"Stylish one p.2","Quest names","64","Stylish one p.2"
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him, I'll give you one in good condition.","Quest descriptions","1024","You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him, I'll give you one in good condition."
"Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get a unique perk.","Quest descriptions","1024","Good job on killing him.\nNow I'll leave you with a challenge, kill him 15 times to get a unique perk."
"Bowel problems","Quest names","64","Bowel problems"
"Listen Hunter... Everyone has to go to the bathroom.\nSurvey the Mall and find all the bathrooms.\nIt will be helpful to everyone during a Hunt.","Quest descriptions","1024","Listen Hunter... Everyone has to go to the bathroom.\nSurvey the Mall and find all the bathrooms.\nIt will be helpful to everyone during a Hunt."
"Find the first bathroom in the mall.","Quest objectives","64","Find the first bathroom in the mall."
"Find the second bathroom in the mall.","Quest objectives","64","Find the second bathroom in the mall."
"Find the third bathroom in the mall.","Quest objectives","64","Find the third bathroom in the mall."
"Find the fourth bathroom in the mall.","Quest objectives","64","Find the fourth bathroom in the mall."
"Underground Extraction","Quest names","64","Underground Extraction"
"Hey Hunter!\nThere should be an extraction point in the underground of the mall.\nFrom what the maps show it is located in the north east area of the underground. Try to find it, you might find it useful.","Quest descriptions","1024","Hey Hunter!\nThere should be an extraction point in the underground of the mall.\nFrom what the maps show it is located in the north east area of the underground. Try to find it, you might find it useful."
"Find the underground extraction in the mall.","Quest objectives","64","Find the underground extraction in the mall."
"I should be in the right place...","NPC text","64","I should be in the right place..."
"I need a key to get in, though...","NPC text","64","I need a key to get in, though..."
"Power grid documents","Quest names","64","Power grid documents"
